Продукт;Калорийность;Белки;Жиры;Углеводы
Вафли с Мягкой Карамелью, Арахисом и Изюмом [Яшкино];480.0;7.0;26.0;55.0
Вафли с Орешками [Яшкино];500.0;5.5;30.0;51.0
Вафли с Пористым Шоколадом [Яшкино];555.0;5.4;31.8;61.7
Вафли с Халвой [Яшкино];500.0;7.5;26.0;60.0
Вафли со Вкусом Лимона [Яшкино];550.0;5.0;31.0;63.0
Вафли со Сгущенкой [Яшкино];510.0;5.0;26.0;63.0
Вафли со Сливочным Вкусом [Яшкино];480.0;4.5;26.0;58.0
Вафли Твист [Яшкино];500.0;5.5;27.0;58.0
Вафли Топ-Топ [Яшкино];510.0;6.5;27.0;61.0
Вафли Хрустящие Шоколадные [Яшкино];540.0;6.0;29.0;63.0
Вафли Шоколадные [Яшкино];510.0;5.5;28.0;60.0
Вафли Шоколайт [Яшкино];510.0;5.5;27.0;60.0
Вафли Южная Страна [Яшкино];510.0;5.5;28.0;61.0
Венские Мягкие Вафли с Вишневым Джемом [Яшкино];390.0;4.5;15.0;60.0
Венские Мягкие Вафли с Кремом Вареная Сгущенка [Яшкино];400.0;5.9;20.0;50.0
Версаль [Яшкино];410.0;1.5;11.0;77.0
Галета [Яшкино];380.0;10.0;5.5;71.0
Глазированные Хрустящие Вафли [Яшкино];540.0;5.5;33.0;60.0
Глазированные Хрустящие Вафли с Орешками [Яшкино];540.0;6.0;32.0;56.0
Глазированный Вафельный Торт [Яшкино];530.0;6.3;32.0;55.0
Глазированный Вафельный Торт Ореховый [Яшкино];540.0;6.0;32.0;56.0
Горький Шоколад с Кусочками Какао-Бобов [Яшкино];560.0;8.0;48.0;25.0
Грановская Кунжутка [Яшкино];547.0;11.0;34.0;49.2
Дивная Даренка [Яшкино];380.0;1.0;3.0;87.0
Драже Арахис в Молочной Шоколадной Глазури [Яшкино];490.0;11.0;27.0;53.0
"Жевательные Конфеты ""Нота Бум"" [Яшкино]";420.0;5.3;13.1;82.0
Жевательный Мармелад [Яшкино];310.0;2.0;0.0;76.0
Заварики [Яшкино];532.0;11.4;28.5;50.5
Заварные Пышечки в Белой Глазури [Яшкино];435.0;6.2;22.0;53.5
Зебра [Яшкино];490.0;7.5;27.0;54.0
Зебра Мини [Яшкино];430.0;6.0;23.0;52.0
Зефир в Кондитерской Глазури [Яшкино];380.0;2.0;10.0;71.0
Зефир в Шоколаде [Яшкино];390.0;1.5;9.5;74.0
Зефир Ванильный [Яшкино];330.0;1.0;0.0;76.0
Зефир Ванильный Belucci [Яшкино];320.0;1.0;0.0;79.0
Зефир с Малиной [Яшкино];320.0;1.0;0.0;79.0
Золотая Рыбка Крекер [Яшкино];430.0;8.5;13.0;69.0
Изюм в Сахарной Глазури [Яшкино];330.0;0.5;0.1;88.0
Импульс [Яшкино];485.0;7.2;24.3;59.2
Ирис Нота Бум [Яшкино];411.0;3.8;8.7;81.9
Ирис с Арахисом [Яшкино];460.0;8.0;18.0;66.0
Ирис с Шоколадным Вкусом [Яшкино];400.0;3.0;8.5;79.0
Ирис Сливочный [Яшкино];420.0;2.1;8.5;84.0
Ирис Тираженный с Арахисом [Яшкино];460.0;8.0;18.0;66.0
Итальянский Кекс [Яшкино];380.0;5.5;18.0;49.0
Итальянский Кекс с Вишневым Джемом и Шоколадным Кремом [Яшкино];390.0;5.5;19.0;50.0
Итальянский Кекс с Клубничным Джемом и Сливочным Кремом [Яшкино];380.0;5.5;18.0;50.0
Итальянский Круассан с Шоколадным Кремом [Яшкино];420.0;6.5;21.0;50.0
Итальянский Круассан со Сливочным Кремом [Яшкино];410.0;6.5;19.0;52.0
Итальянский Круассан со Сливочным Кремом [Яшкино];180.0;3.0;9.0;22.0
Карамель в Глазури Дворянка [Яшкино];400.0;3.5;5.0;86.0
Карамельный Шоколад [Яшкино];570.0;9.0;36.0;53.0
Классический Крекер [Яшкино];460.0;8.5;18.0;66.0
Конфета Белуччи [Яшкино];440.0;1.5;21.0;60.0
Конфета Итальяна [Яшкино];413.0;2.9;12.6;73.3
Конфета Крокант с Миндалем [Яшкино];570.0;5.6;38.1;48.9
Конфета Мексикана [Яшкино];510.0;4.4;29.9;55.8
Конфета Ярче [Яшкино];533.0;6.7;30.3;58.5
Конфета Яшкинская Картошка [Яшкино];533.0;7.8;12.5;53.7
"Конфеты ""Загорская Сливочная"" [Яшкино]";390.0;2.5;4.0;85.0
"Конфеты ""Чио Рио"" [Яшкино]";315.0;2.0;19.2;33.6
Конфеты Belucci [Яшкино];430.0;1.5;20.0;61.0
Конфеты Elle с Шоколадно-Ореховой Начинкой [Яшкино];520.0;4.5;27.0;65.0
Конфеты Glaze [Яшкино];420.0;1.5;12.0;76.0
Конфеты Белая Черемуха [Яшкино];380.0;2.5;14.2;63.8
Конфеты Бон Тайм [Яшкино];438.0;2.4;15.4;38.6
Конфеты Версаль [Яшкино];410.0;2.5;11.0;77.0
Конфеты Глэйс [Яшкино];410.0;2.0;12.0;73.0
Конфеты Желейные Эки-Боки [Яшкино];310.0;2.0;0.0;76.0
Конфеты Крокант [Яшкино];396.0;5.6;38.1;48.9
Конфеты Крокант [Яшкино];24.0;0.3;2.3;2.9
Конфеты Нильс [Яшкино];392.0;0.0;0.1;96.2
Конфеты Томские Классические [Яшкино];440.0;2.5;22.0;57.0
Конфеты Фэнси [Яшкино];320.0;0.9;7.4;71.3
Конфеты Ярче [Яшкино];478.0;10.3;24.4;53.0
Конфеты Яшкинская Картошка [Яшкино];486.0;5.4;29.6;49.7
"Крекер ""Золотая Рыбка"" [Яшкино]";420.0;9.0;14.0;71.0
Крекер Визит Нежности [Яшкино];460.0;8.0;20.0;62.0
Крекер Поляна Сказок [Яшкино];470.0;7.5;21.0;62.0
Крекер с Кунжутом [Яшкино];510.0;8.5;24.0;66.0
Крекер с Солью [Яшкино];450.0;9.0;15.0;67.0
Крекер с Сыром [Яшкино];450.0;8.5;20.0;60.0
Крекер с Томатом и Базиликом [Яшкино];460.0;9.0;18.0;63.0
Крекер со Злаками [Яшкино];440.0;9.5;19.0;61.0
Крекер Французский [Яшкино];490.0;8.0;23.0;62.0
Крекер Французский с Кунжутом [Яшкино];510.0;8.5;24.0;66.0
Крендельки Бретцель с Солью [Яшкино];410.0;9.5;11.0;69.0
Крендельки с Солью [Яшкино];410.0;9.5;11.0;69.0
Крокант [Яшкино];560.0;6.5;37.7;49.7
Крокант с Миндалем [Яшкино];556.0;6.6;37.1;49.7
Круасан [Яшкино];180.0;3.0;9.0;22.0
Круассан с Вареной Сгущенкой [Яшкино];410.0;6.0;20.0;49.0
Круассан с Вишнёвым Джемом [Яшкино];400.0;5.0;17.0;54.0
Круассан с Шоколадным Кремом [Яшкино];400.0;6.5;19.0;51.0
Круассан со Сливочным Кремом [Яшкино];410.0;6.5;19.0;52.0
Леденцы с Соком [Яшкино];362.0;0.0;0.0;96.0
Мармелад Сердечки [Яшкино];290.0;0.5;0.0;71.0
Мармелад Фруктовый Микс [Яшкино];310.0;2.0;0.0;76.0
Мармелад Эки-Боки [Яшкино];310.0;2.0;0.0;76.0
Мини Батончик Зебра-Мини [Яшкино];470.0;6.5;24.0;58.0
Chocolate Молочный Шоколад с Карамелизованным Дробленным Фундуком [Яшкино];554.0;6.2;35.6;52.3
Elle [Яшкино];240.0;2.7;9.5;35.7
Fun Banan [Яшкино];490.0;4.5;24.0;63.0
Impulse [Яшкино];447.0;2.6;16.5;73.0
Pro Чипсы [Яшкино];510.0;6.0;31.0;51.0
Zебра [Яшкино];460.0;5.4;26.0;52.0
Арахис в Какао [Яшкино];410.0;8.0;13.0;73.0
Арахис в Молочной Шоколадной Глазури [Яшкино];570.0;14.0;41.0;35.0
Батончик [Яшкино];485.0;7.2;24.3;59.2
Батончик Funbanan [Яшкино];490.0;4.5;24.0;63.0
Батончик Zebra [Яшкино];470.0;6.5;24.0;58.0
Батончик Зебра [Яшкино];460.0;5.4;26.0;52.0
Белый Шоколад [Яшкино];575.0;7.0;37.0;54.0
Белый Шоколад Карамельный [Яшкино];550.0;8.0;33.0;56.0
Бельгийский Молочный Шоколад [Яшкино];530.0;5.0;29.0;60.0
Бельгийский Молочный Шоколад с Бисквитными Шариками [Яшкино];510.0;5.5;27.0;61.0
Бельгийский Молочный Шоколад с Черносливом и Кукурузными Хлопьями [Яшкино];490.0;5.0;25.0;60.0
Бельгийский Темный Шоколад 55% Какао [Яшкино];525.0;5.5;35.0;47.0
Бисквитное Печенье [Яшкино];295.0;3.5;4.0;61.0
Бисквитное Печенье Апельсин [Яшкино];370.0;4.0;9.0;68.0
Бретцель с Солью [Яшкино];410.0;9.5;11.0;69.0
"Вафельная Конфета ""Дивная Даренка"" Глазированная [Яшкино]";560.0;5.1;32.0;62.0
Вафельная Конфета [Яшкино];520.0;5.0;32.0;62.0
Вафельная Конфета Импульс [Яшкино];490.0;4.0;25.0;62.0
Вафельное Драже [Яшкино];529.0;7.5;32.3;54.3
Вафельные Кубики в Молочной Глазури [Яшкино];550.0;4.2;32.0;56.0
Вафельные Рулетики со Вкусом Сгущённого Молока [Яшкино];510.0;5.0;25.0;66.0
Вафельные Рулетики со Сгущенкой [Яшкино];510.0;5.0;25.2;66.2
Вафельные Трубочки [Яшкино];482.0;7.0;23.7;71.7
Вафельные Трубочки Лесной Орех [Яшкино];500.0;8.0;23.0;64.0
Вафельные Трубочки Ореховые [Яшкино];490.0;5.5;23.0;64.0
Вафельные Трубочки со Вкусом Сгущённого Молока [Яшкино];490.0;4.5;22.0;69.0
Вафельный Сэндвич [Яшкино];500.0;5.5;27.0;58.0
"Вафли ""Яшкинская Белочка"" [Яшкино]";470.0;6.0;25.0;56.0
Вафли Impulse [Яшкино];460.0;3.6;25.0;55.0
Вафли Белочка [Яшкино];510.0;7.0;28.0;60.0
Вафли в Шоколаде [Яшкино];530.0;5.0;31.0;57.0
Вафли Вафельный Сэндвич [Яшкино];510.0;5.5;30.0;56.0
Вафли Глазированные [Яшкино];520.0;5.5;30.0;58.0
Вафли Глазированные в Карамели [Яшкино];450.0;6.0;24.0;54.0
Вафли Глазированные с Орехами [Яшкино];500.0;5.5;30.0;51.0
Вафли Глазированные с Орешками Яшкино;530.0;6.0;32.0;55.0
Вафли Голландские [Яшкино];430.0;5.5;15.0;67.0
Вафли Голландские с Карамельной Начинкой [Яшкино];440.0;6.0;15.0;69.0
Вафли Голландские с Карамелью [Яшкино];440.0;7.0;24.0;50.0
Вафли Голландские с Начинкой из Варёной Сгущёнки [Яшкино];420.0;6.0;16.0;63.0
Вафли Голландские со Сгущенкой [Яшкино];437.0;6.7;16.4;65.3
Вафли Зебра [Яшкино];520.0;5.0;27.0;63.0
Вафли Капуччино [Яшкино];515.0;4.9;27.6;60.1
Вафли Месье Шоколатье [Яшкино];510.0;5.5;28.0;58.0
Вафли Ореховые [Яшкино];480.0;6.0;25.0;57.0
Вафли с Варёной Сгущёнкой [Яшкино];520.0;5.0;27.0;63.0
Вафли с Карамельной Начинкой [Яшкино];430.0;5.5;15.0;67.0
Вафли с Карамелью [Яшкино];440.0;7.0;24.0;50.0
Вафли с Карамелью Глазированные [Яшкино];450.0;4.5;24.0;56.0
Вафли с Мягкой Карамелью [Яшкино];460.0;3.6;25.0;55.0
Вафли с Мягкой Карамелью Глазированные Шоколадом [Яшкино];450.0;6.0;24.0;54.0
Вафли с Мягкой Карамелью и Воздушной Кукурузой [Яшкино];470.0;6.0;21.0;65.0
Вафли с Мягкой Карамелью, Арахисом и Изюмом [Яшкино];480.0;7.0;26.0;55.0
Вафли с Орешками [Яшкино];500.0;5.5;30.0;51.0
Вафли с Пористым Шоколадом [Яшкино];555.0;5.4;31.8;61.7
Вафли с Халвой [Яшкино];500.0;7.5;26.0;60.0
Вафли со Вкусом Лимона [Яшкино];550.0;5.0;31.0;63.0
Вафли со Сгущенкой [Яшкино];510.0;5.0;26.0;63.0
Вафли со Сливочным Вкусом [Яшкино];480.0;4.5;26.0;58.0
Вафли Твист [Яшкино];500.0;5.5;27.0;58.0
Вафли Топ-Топ [Яшкино];510.0;6.5;27.0;61.0
Вафли Хрустящие Шоколадные [Яшкино];540.0;6.0;29.0;63.0
Вафли Шоколадные [Яшкино];510.0;5.5;28.0;60.0
Вафли Шоколайт [Яшкино];510.0;5.5;27.0;60.0
Вафли Южная Страна [Яшкино];510.0;5.5;28.0;61.0
Венские Мягкие Вафли с Вишневым Джемом [Яшкино];390.0;4.5;15.0;60.0
Венские Мягкие Вафли с Кремом Вареная Сгущенка [Яшкино];400.0;5.9;20.0;50.0
Версаль [Яшкино];410.0;1.5;11.0;77.0
Галета [Яшкино];380.0;10.0;5.5;71.0
Глазированные Хрустящие Вафли [Яшкино];540.0;5.5;33.0;60.0
Глазированные Хрустящие Вафли с Орешками [Яшкино];540.0;6.0;32.0;56.0
Глазированный Вафельный Торт [Яшкино];530.0;6.3;32.0;55.0
Глазированный Вафельный Торт Ореховый [Яшкино];540.0;6.0;32.0;56.0
